('h143.dat', ('RCHDIF13', '(-6.9387755102040813, -6.6734693877551017)'))
('h143.dat', ('RCHDIF13', '(-6.6734693877551017, -6.408163265306122)'))
('h143.dat', ('RCHDIF13', '(-6.408163265306122, -6.1428571428571423)'))
('h143.dat', ('RCHDIF13', '(-6.1428571428571423, -5.8775510204081627)'))
('h143.dat', ('RCHDIF13', '(-5.8775510204081627, -5.612244897959183)'))
('h143.dat', ('RCHDIF13', '(-5.612244897959183, -5.3469387755102034)'))
('h143.dat', ('RCHDIF13', '(-5.3469387755102034, -5.0816326530612237)'))
('h143.dat', ('RCHDIF13', '(-5.0816326530612237, -4.8163265306122449)'))
('h143.dat', ('RCHDIF13', '(-4.8163265306122449, -4.5510204081632653)'))
('h143.dat', ('RCHDIF13', '(-4.5510204081632653, -4.2857142857142856)'))
('h143.dat', ('RCHDIF13', '(-4.2857142857142856, -4.0204081632653059)'))
('h143.dat', ('RCHDIF13', '(-4.0204081632653059, -3.7551020408163263)'))
('h143.dat', ('RCHDIF13', '(-3.7551020408163263, -3.4897959183673466)'))
('h143.dat', ('RCHDIF13', '(-3.4897959183673466, -3.2244897959183669)'))
('h143.dat', ('RCHDIF13', '(-3.2244897959183669, -2.9591836734693873)'))
('h143.dat', ('RCHDIF13', '(-2.9591836734693873, -2.6938775510204076)'))
('h143.dat', ('RCHDIF13', '(-2.6938775510204076, -2.4285714285714279)'))
('h143.dat', ('RCHDIF13', '(-2.4285714285714279, -2.1632653061224483)'))
('h143.dat', ('RCHDIF13', '(-2.1632653061224483, -1.8979591836734686)'))
('h143.dat', ('RCHDIF13', '(-1.8979591836734686, -1.6326530612244898)'))
('h143.dat', ('RCHDIF13', '(-1.6326530612244898, -1.3673469387755102)'))
('h143.dat', ('RCHDIF13', '(-1.3673469387755102, -1.1020408163265305)'))
('h143.dat', ('RCHDIF13', '(-0.83673469387755084, -0.57142857142857117)'))
('h143.dat', ('RCHDIF13', '(-0.57142857142857117, -0.30612244897959151)'))
('h143.dat', ('RCHDIF13', '(-0.30612244897959151, -0.040816326530611846)'))
('h143.dat', ('RCHDIF13', '(-0.040816326530611846, 0.22448979591836782)'))
('h143.dat', ('RCHDIF13', '(0.22448979591836782, 0.48979591836734748)'))
('h143.dat', ('RCHDIF13', '(0.48979591836734748, 0.75510204081632715)'))
('h143.dat', ('RCHDIF13', '(1.0204081632653068, 1.2857142857142865)'))
('h143.dat', ('RCHDIF13', '(1.2857142857142865, 1.5510204081632661)'))
('h143.dat', ('RCHDIF13', '(1.5510204081632661, 1.8163265306122458)'))
('h143.dat', ('RCHDIF13', '(2.0816326530612255, 2.3469387755102051)'))
('h143.dat', ('RCHDIF13', '(2.3469387755102051, 2.6122448979591848)'))
('h143.dat', ('RCHDIF13', '(2.6122448979591848, 2.8775510204081645)'))
('h143.dat', ('RCHDIF13', '(3.1428571428571441, 3.4081632653061238)'))
('h143.dat', ('RCHDIF13', '(3.4081632653061238, 3.6734693877551035)'))
('h143.dat', ('RCHDIF13', '(3.6734693877551035, 3.9387755102040831)'))
('h143.dat', ('RCHDIF13', '(4.2040816326530628, 4.4693877551020424)'))
('h143.dat', ('RCHDIF13', '(4.4693877551020424, 4.7346938775510203)'))
('h143.dat', ('RCHDIF13', '(4.7346938775510203, 5.0)'))
('h143.dat', ('TRINW13X', '(1.0408163265306123, 1.0816326530612246)'))
('h143.dat', ('TRINW13X', '(1.0816326530612246, 1.1224489795918366)'))
('h143.dat', ('TRINW13X', '(1.1224489795918366, 1.1632653061224489)'))
('h143.dat', ('TRINW13X', '(1.1632653061224489, 1.2040816326530612)'))
('h143.dat', ('TRINW13X', '(1.2040816326530612, 1.2448979591836735)'))
('h143.dat', ('TRINW13X', '(1.2448979591836735, 1.2857142857142856)'))
('h143.dat', ('TRINW13X', '(1.2857142857142856, 1.3265306122448979)'))
('h143.dat', ('TRINW13X', '(1.3265306122448979, 1.3673469387755102)'))
('h143.dat', ('TRINW13X', '(1.3673469387755102, 1.4081632653061225)'))
('h143.dat', ('TRINW13X', '(1.4081632653061225, 1.4489795918367347)'))
('h143.dat', ('TRINW13X', '(1.4489795918367347, 1.489795918367347)'))
('h143.dat', ('TRINW13X', '(1.489795918367347, 1.5306122448979591)'))
('h143.dat', ('TRINW13X', '(1.5306122448979591, 1.5714285714285714)'))
('h143.dat', ('TRINW13X', '(1.5714285714285714, 1.6122448979591835)'))
('h143.dat', ('TRINW13X', '(1.6122448979591835, 1.6530612244897958)'))
('h143.dat', ('TRINW13X', '(1.6530612244897958, 1.693877551020408)'))
('h143.dat', ('TRINW13X', '(1.693877551020408, 1.7346938775510203)'))
('h143.dat', ('TRINW13X', '(1.7346938775510203, 1.7755102040816326)'))
('h143.dat', ('TRINW13X', '(1.7755102040816326, 1.8163265306122449)'))
('h143.dat', ('TRINW13X', '(1.8163265306122449, 1.8571428571428572)'))
('h143.dat', ('TRINW13X', '(1.8571428571428572, 1.8979591836734693)'))
('h143.dat', ('TRINW13X', '(1.8979591836734693, 1.9387755102040816)'))
('h143.dat', ('TRINW13X', '(1.9387755102040816, 1.9795918367346939)'))
('h143.dat', ('TRINW13X', '(2.0204081632653059, 2.0612244897959182)'))
('h143.dat', ('TRINW13X', '(2.0612244897959182, 2.1020408163265305)'))
('h143.dat', ('TRINW13X', '(2.1020408163265305, 2.1428571428571428)'))
('h143.dat', ('TRINW13X', '(2.1428571428571428, 2.1836734693877551)'))
('h143.dat', ('TRINW13X', '(2.1836734693877551, 2.2244897959183669)'))
('h143.dat', ('TRINW13X', '(2.2244897959183669, 2.2653061224489797)'))
('h143.dat', ('TRINW13X', '(2.2653061224489797, 2.3061224489795915)'))
('h143.dat', ('TRINW13X', '(2.3061224489795915, 2.3469387755102042)'))
('h143.dat', ('TRINW13X', '(2.3469387755102042, 2.3877551020408161)'))
('h143.dat', ('TRINW13X', '(2.3877551020408161, 2.4285714285714284)'))
('h143.dat', ('TRINW13X', '(2.4285714285714284, 2.4693877551020407)'))
('h143.dat', ('TRINW13X', '(2.4693877551020407, 2.510204081632653)'))
('h143.dat', ('TRINW13X', '(2.510204081632653, 2.5510204081632653)'))
('h143.dat', ('TRINW13X', '(2.5510204081632653, 2.5918367346938771)'))
('h143.dat', ('TRINW13X', '(2.5918367346938771, 2.6326530612244898)'))
('h143.dat', ('TRINW13X', '(2.6326530612244898, 2.6734693877551017)'))
('h143.dat', ('TRINW13X', '(2.6734693877551017, 2.7142857142857144)'))
('h143.dat', ('TRINW13X', '(2.7142857142857144, 2.7551020408163263)'))
('h143.dat', ('TRINW13X', '(2.7551020408163263, 2.7959183673469385)'))
('h143.dat', ('TRINW13X', '(2.7959183673469385, 2.8367346938775508)'))
('h143.dat', ('TRINW13X', '(2.8367346938775508, 2.8775510204081631)'))
('h143.dat', ('TRINW13X', '(2.8775510204081631, 2.9183673469387754)'))
('h143.dat', ('TRINW13X', '(2.9183673469387754, 2.9591836734693877)'))
('h143.dat', ('TRINW13X', '(2.9591836734693877, 3.0)'))
('h143.dat', ('ACTDTY13', '(-8.7142857142857135, -8.4285714285714288)'))
('h143.dat', ('ACTDTY13', '(-8.4285714285714288, -8.1428571428571423)'))
('h143.dat', ('ACTDTY13', '(-8.1428571428571423, -7.8571428571428577)'))
('h143.dat', ('ACTDTY13', '(-7.8571428571428577, -7.5714285714285712)'))
('h143.dat', ('ACTDTY13', '(-7.5714285714285712, -7.2857142857142856)'))
('h143.dat', ('ACTDTY13', '(-7.2857142857142856, -7.0)'))
('h143.dat', ('ACTDTY13', '(-7.0, -6.7142857142857144)'))
('h143.dat', ('ACTDTY13', '(-6.7142857142857144, -6.4285714285714288)'))
('h143.dat', ('ACTDTY13', '(-6.4285714285714288, -6.1428571428571432)'))
('h143.dat', ('ACTDTY13', '(-6.1428571428571432, -5.8571428571428577)'))
('h143.dat', ('ACTDTY13', '(-5.8571428571428577, -5.5714285714285712)'))
('h143.dat', ('ACTDTY13', '(-5.5714285714285712, -5.2857142857142865)'))
('h143.dat', ('ACTDTY13', '(-5.2857142857142865, -5.0)'))
('h143.dat', ('ACTDTY13', '(-5.0, -4.7142857142857144)'))
('h143.dat', ('ACTDTY13', '(-4.7142857142857144, -4.4285714285714288)'))
('h143.dat', ('ACTDTY13', '(-4.4285714285714288, -4.1428571428571432)'))
('h143.dat', ('ACTDTY13', '(-4.1428571428571432, -3.8571428571428577)'))
('h143.dat', ('ACTDTY13', '(-3.8571428571428577, -3.5714285714285721)'))
('h143.dat', ('ACTDTY13', '(-3.5714285714285721, -3.2857142857142865)'))
('h143.dat', ('ACTDTY13', '(-3.2857142857142865, -3.0)'))
('h143.dat', ('ACTDTY13', '(-3.0, -2.7142857142857144)'))
('h143.dat', ('ACTDTY13', '(-2.7142857142857144, -2.4285714285714288)'))
('h143.dat', ('ACTDTY13', '(-2.4285714285714288, -2.1428571428571432)'))
('h143.dat', ('ACTDTY13', '(-2.1428571428571432, -1.8571428571428577)'))
('h143.dat', ('ACTDTY13', '(-1.8571428571428577, -1.5714285714285721)'))
('h143.dat', ('ACTDTY13', '(-1.5714285714285721, -1.2857142857142865)'))
('h143.dat', ('ACTDTY13', '(-1.2857142857142865, -1.0)'))
('h143.dat', ('ACTDTY13', '(-1.0, -0.7142857142857153)'))
('h143.dat', ('ACTDTY13', '(-0.7142857142857153, -0.42857142857142883)'))
('h143.dat', ('ACTDTY13', '(-0.42857142857142883, -0.14285714285714413)'))
('h143.dat', ('ACTDTY13', '(-0.14285714285714413, 0.14285714285714235)'))
('h143.dat', ('ACTDTY13', '(0.14285714285714235, 0.42857142857142883)'))
('h143.dat', ('ACTDTY13', '(0.42857142857142883, 0.71428571428571352)'))
('h143.dat', ('ACTDTY13', '(0.71428571428571352, 1.0)'))
('h143.dat', ('ACTDTY13', '(1.2857142857142847, 1.5714285714285712)'))
('h143.dat', ('ACTDTY13', '(1.5714285714285712, 1.8571428571428559)'))
('h143.dat', ('ACTDTY13', '(2.1428571428571423, 2.428571428571427)'))
('h143.dat', ('ACTDTY13', '(2.428571428571427, 2.7142857142857135)'))
('h143.dat', ('ACTDTY13', '(2.7142857142857135, 3.0)'))
('h143.dat', ('ACTDTY13', '(3.2857142857142847, 3.5714285714285712)'))
('h143.dat', ('ACTDTY13', '(3.5714285714285712, 3.8571428571428559)'))
('h143.dat', ('ACTDTY13', '(4.1428571428571423, 4.428571428571427)'))
('h143.dat', ('ACTDTY13', '(4.428571428571427, 4.7142857142857135)'))
('h143.dat', ('ACTDTY13', '(4.7142857142857135, 5.0)'))
('h143.dat', ('MNHLTH13', '(-9.0, -8.6938775510204085)'))
('h143.dat', ('MNHLTH13', '(-8.6938775510204085, -8.387755102040817)'))
('h143.dat', ('MNHLTH13', '(-8.387755102040817, -8.0816326530612237)'))
('h143.dat', ('MNHLTH13', '(-7.7755102040816322, -7.4693877551020407)'))
('h143.dat', ('MNHLTH13', '(-7.4693877551020407, -7.1632653061224492)'))
('h143.dat', ('MNHLTH13', '(-6.8571428571428577, -6.5510204081632653)'))
('h143.dat', ('MNHLTH13', '(-6.5510204081632653, -6.2448979591836729)'))
('h143.dat', ('MNHLTH13', '(-6.2448979591836729, -5.9387755102040813)'))
('h143.dat', ('MNHLTH13', '(-5.9387755102040813, -5.6326530612244898)'))
('h143.dat', ('MNHLTH13', '(-5.6326530612244898, -5.3265306122448983)'))
('h143.dat', ('MNHLTH13', '(-5.3265306122448983, -5.0204081632653059)'))
('h143.dat', ('MNHLTH13', '(-5.0204081632653059, -4.7142857142857144)'))
('h143.dat', ('MNHLTH13', '(-4.7142857142857144, -4.408163265306122)'))
('h143.dat', ('MNHLTH13', '(-4.408163265306122, -4.1020408163265305)'))
('h143.dat', ('MNHLTH13', '(-4.1020408163265305, -3.795918367346939)'))
('h143.dat', ('MNHLTH13', '(-3.795918367346939, -3.4897959183673466)'))
('h143.dat', ('MNHLTH13', '(-3.4897959183673466, -3.1836734693877551)'))
('h143.dat', ('MNHLTH13', '(-3.1836734693877551, -2.8775510204081627)'))
('h143.dat', ('MNHLTH13', '(-2.8775510204081627, -2.5714285714285712)'))
('h143.dat', ('MNHLTH13', '(-2.5714285714285712, -2.2653061224489797)'))
('h143.dat', ('MNHLTH13', '(-2.2653061224489797, -1.9591836734693873)'))
('h143.dat', ('MNHLTH13', '(-1.9591836734693873, -1.6530612244897958)'))
('h143.dat', ('MNHLTH13', '(-1.6530612244897958, -1.3469387755102042)'))
('h143.dat', ('MNHLTH13', '(-1.3469387755102042, -1.0408163265306118)'))
('h143.dat', ('MNHLTH13', '(-1.0408163265306118, -0.73469387755102034)'))
('h143.dat', ('MNHLTH13', '(-0.73469387755102034, -0.42857142857142883)'))
('h143.dat', ('MNHLTH13', '(-0.42857142857142883, -0.12244897959183731)'))
('h143.dat', ('MNHLTH13', '(-0.12244897959183731, 0.18367346938775597)'))
('h143.dat', ('MNHLTH13', '(0.18367346938775597, 0.48979591836734748)'))
('h143.dat', ('MNHLTH13', '(0.48979591836734748, 0.79591836734693899)'))
('h143.dat', ('MNHLTH13', '(1.1020408163265305, 1.408163265306122)'))
('h143.dat', ('MNHLTH13', '(1.408163265306122, 1.7142857142857153)'))
('h143.dat', ('MNHLTH13', '(2.0204081632653068, 2.3265306122448983)'))
('h143.dat', ('MNHLTH13', '(2.3265306122448983, 2.6326530612244898)'))
('h143.dat', ('MNHLTH13', '(2.6326530612244898, 2.9387755102040813)'))
('h143.dat', ('MNHLTH13', '(3.2448979591836746, 3.5510204081632661)'))
('h143.dat', ('MNHLTH13', '(3.5510204081632661, 3.8571428571428577)'))
('h143.dat', ('MNHLTH13', '(4.1632653061224492, 4.4693877551020407)'))
('h143.dat', ('MNHLTH13', '(4.4693877551020407, 4.7755102040816322)'))
('h143.dat', ('MNHLTH13', '(5.0816326530612255, 5.387755102040817)'))
('h143.dat', ('MNHLTH13', '(5.387755102040817, 5.6938775510204085)'))
('h143.dat', ('MNHLTH13', '(5.6938775510204085, 6.0)'))
('h143.dat', ('COGLIM13', '(-7.7755102040816331, -7.5510204081632653)'))
('h143.dat', ('COGLIM13', '(-7.5510204081632653, -7.3265306122448983)'))
('h143.dat', ('COGLIM13', '(-7.3265306122448983, -7.1020408163265305)'))
('h143.dat', ('COGLIM13', '(-7.1020408163265305, -6.8775510204081636)'))
('h143.dat', ('COGLIM13', '(-6.8775510204081636, -6.6530612244897958)'))
('h143.dat', ('COGLIM13', '(-6.6530612244897958, -6.4285714285714288)'))
('h143.dat', ('COGLIM13', '(-6.4285714285714288, -6.204081632653061)'))
('h143.dat', ('COGLIM13', '(-6.204081632653061, -5.9795918367346941)'))
('h143.dat', ('COGLIM13', '(-5.9795918367346941, -5.7551020408163271)'))
('h143.dat', ('COGLIM13', '(-5.7551020408163271, -5.5306122448979593)'))
('h143.dat', ('COGLIM13', '(-5.5306122448979593, -5.3061224489795915)'))
('h143.dat', ('COGLIM13', '(-5.3061224489795915, -5.0816326530612246)'))
('h143.dat', ('COGLIM13', '(-5.0816326530612246, -4.8571428571428577)'))
('h143.dat', ('COGLIM13', '(-4.8571428571428577, -4.6326530612244898)'))
('h143.dat', ('COGLIM13', '(-4.6326530612244898, -4.408163265306122)'))
('h143.dat', ('COGLIM13', '(-4.408163265306122, -4.1836734693877551)'))
('h143.dat', ('COGLIM13', '(-4.1836734693877551, -3.9591836734693882)'))
('h143.dat', ('COGLIM13', '(-3.9591836734693882, -3.7346938775510203)'))
('h143.dat', ('COGLIM13', '(-3.7346938775510203, -3.5102040816326534)'))
('h143.dat', ('COGLIM13', '(-3.5102040816326534, -3.2857142857142856)'))
('h143.dat', ('COGLIM13', '(-3.2857142857142856, -3.0612244897959187)'))
('h143.dat', ('COGLIM13', '(-3.0612244897959187, -2.8367346938775508)'))
('h143.dat', ('COGLIM13', '(-2.8367346938775508, -2.6122448979591839)'))
('h143.dat', ('COGLIM13', '(-2.6122448979591839, -2.3877551020408161)'))
('h143.dat', ('COGLIM13', '(-2.3877551020408161, -2.1632653061224492)'))
('h143.dat', ('COGLIM13', '(-2.1632653061224492, -1.9387755102040813)'))
('h143.dat', ('COGLIM13', '(-1.9387755102040813, -1.7142857142857144)'))
('h143.dat', ('COGLIM13', '(-1.7142857142857144, -1.4897959183673466)'))
('h143.dat', ('COGLIM13', '(-1.4897959183673466, -1.2653061224489797)'))
('h143.dat', ('COGLIM13', '(-1.2653061224489797, -1.0408163265306118)'))
('h143.dat', ('COGLIM13', '(-0.81632653061224492, -0.59183673469387799)'))
('h143.dat', ('COGLIM13', '(-0.59183673469387799, -0.36734693877551017)'))
('h143.dat', ('COGLIM13', '(-0.36734693877551017, -0.14285714285714324)'))
('h143.dat', ('COGLIM13', '(-0.14285714285714324, 0.081632653061223692)'))
('h143.dat', ('COGLIM13', '(0.081632653061223692, 0.30612244897959151)'))
('h143.dat', ('COGLIM13', '(0.30612244897959151, 0.53061224489795933)'))
('h143.dat', ('COGLIM13', '(0.53061224489795933, 0.75510204081632715)'))
('h143.dat', ('COGLIM13', '(0.75510204081632715, 0.97959183673469319)'))
('h143.dat', ('COGLIM13', '(1.204081632653061, 1.4285714285714288)'))
('h143.dat', ('COGLIM13', '(1.4285714285714288, 1.6530612244897966)'))
('h143.dat', ('COGLIM13', '(1.6530612244897966, 1.8775510204081627)'))
('h143.dat', ('COGLIM13', '(2.1020408163265305, 2.3265306122448983)'))
('h143.dat', ('COGLIM13', '(2.3265306122448983, 2.5510204081632661)'))
('h143.dat', ('COGLIM13', '(2.5510204081632661, 2.7755102040816322)'))
('h143.dat', ('COGLIM13', '(2.7755102040816322, 3.0)'))
('h143.dat', ('PID', '(117.36734693877551, 125.55102040816327)'))
('h143.dat', ('PID', '(125.55102040816327, 133.73469387755102)'))
('h143.dat', ('PID', '(133.73469387755102, 141.91836734693879)'))
('h143.dat', ('PID', '(141.91836734693879, 150.10204081632654)'))
('h143.dat', ('PID', '(150.10204081632654, 158.28571428571428)'))
('h143.dat', ('PID', '(158.28571428571428, 166.46938775510205)'))
('h143.dat', ('PID', '(166.46938775510205, 174.65306122448982)'))
('h143.dat', ('PID', '(174.65306122448982, 182.83673469387756)'))
('h143.dat', ('PID', '(182.83673469387756, 191.0204081632653)'))
('h143.dat', ('PID', '(191.0204081632653, 199.20408163265307)'))
('h143.dat', ('PID', '(207.38775510204084, 215.57142857142858)'))
('h143.dat', ('PID', '(215.57142857142858, 223.75510204081633)'))
('h143.dat', ('PID', '(223.75510204081633, 231.9387755102041)'))
('h143.dat', ('PID', '(231.9387755102041, 240.12244897959187)'))
('h143.dat', ('PID', '(240.12244897959187, 248.30612244897961)'))
('h143.dat', ('PID', '(248.30612244897961, 256.48979591836735)'))
('h143.dat', ('PID', '(256.48979591836735, 264.67346938775512)'))
('h143.dat', ('PID', '(264.67346938775512, 272.85714285714289)'))
('h143.dat', ('PID', '(272.85714285714289, 281.0408163265306)'))
('h143.dat', ('PID', '(281.0408163265306, 289.22448979591837)'))
('h143.dat', ('PID', '(289.22448979591837, 297.40816326530614)'))
('h143.dat', ('PID', '(305.59183673469391, 313.77551020408168)'))
('h143.dat', ('PID', '(313.77551020408168, 321.9591836734694)'))
('h143.dat', ('PID', '(321.9591836734694, 330.14285714285717)'))
('h143.dat', ('PID', '(330.14285714285717, 338.32653061224494)'))
('h143.dat', ('PID', '(338.32653061224494, 346.51020408163265)'))
('h143.dat', ('PID', '(346.51020408163265, 354.69387755102042)'))
('h143.dat', ('PID', '(354.69387755102042, 362.87755102040819)'))
('h143.dat', ('PID', '(362.87755102040819, 371.06122448979596)'))
('h143.dat', ('PID', '(371.06122448979596, 379.24489795918373)'))
('h143.dat', ('PID', '(379.24489795918373, 387.42857142857144)'))
('h143.dat', ('PID', '(387.42857142857144, 395.61224489795921)'))
('h143.dat', ('PID', '(403.79591836734699, 411.9795918367347)'))
('h143.dat', ('PID', '(411.9795918367347, 420.16326530612247)'))
('h143.dat', ('PID', '(420.16326530612247, 428.34693877551024)'))
('h143.dat', ('PID', '(428.34693877551024, 436.53061224489801)'))
('h143.dat', ('PID', '(436.53061224489801, 444.71428571428578)'))
('h143.dat', ('PID', '(444.71428571428578, 452.89795918367349)'))
('h143.dat', ('PID', '(452.89795918367349, 461.08163265306126)'))
('h143.dat', ('PID', '(461.08163265306126, 469.26530612244903)'))
('h143.dat', ('PID', '(469.26530612244903, 477.44897959183675)'))
('h143.dat', ('PID', '(477.44897959183675, 485.63265306122452)'))
('h143.dat', ('PID', '(485.63265306122452, 493.81632653061229)'))
('h143.dat', ('RACEAX', '(1.0612244897959184, 1.1224489795918366)'))
('h143.dat', ('RACEAX', '(1.1224489795918366, 1.1836734693877551)'))
('h143.dat', ('RACEAX', '(1.1836734693877551, 1.2448979591836735)'))
('h143.dat', ('RACEAX', '(1.2448979591836735, 1.306122448979592)'))
('h143.dat', ('RACEAX', '(1.306122448979592, 1.3673469387755102)'))
('h143.dat', ('RACEAX', '(1.3673469387755102, 1.4285714285714286)'))
('h143.dat', ('RACEAX', '(1.4285714285714286, 1.489795918367347)'))
('h143.dat', ('RACEAX', '(1.489795918367347, 1.5510204081632653)'))
('h143.dat', ('RACEAX', '(1.5510204081632653, 1.6122448979591837)'))
('h143.dat', ('RACEAX', '(1.6122448979591837, 1.6734693877551021)'))
('h143.dat', ('RACEAX', '(1.6734693877551021, 1.7346938775510203)'))
('h143.dat', ('RACEAX', '(1.7346938775510203, 1.7959183673469388)'))
('h143.dat', ('RACEAX', '(1.7959183673469388, 1.8571428571428572)'))
('h143.dat', ('RACEAX', '(1.8571428571428572, 1.9183673469387754)'))
('h143.dat', ('RACEAX', '(1.9183673469387754, 1.9795918367346939)'))
('h143.dat', ('RACEAX', '(2.0408163265306123, 2.1020408163265305)'))
('h143.dat', ('RACEAX', '(2.1020408163265305, 2.1632653061224492)'))
('h143.dat', ('RACEAX', '(2.1632653061224492, 2.2244897959183674)'))
('h143.dat', ('RACEAX', '(2.2244897959183674, 2.2857142857142856)'))
('h143.dat', ('RACEAX', '(2.2857142857142856, 2.3469387755102042)'))
('h143.dat', ('RACEAX', '(2.3469387755102042, 2.4081632653061225)'))
('h143.dat', ('RACEAX', '(2.4081632653061225, 2.4693877551020407)'))
('h143.dat', ('RACEAX', '(2.4693877551020407, 2.5306122448979593)'))
('h143.dat', ('RACEAX', '(2.5306122448979593, 2.5918367346938775)'))
('h143.dat', ('RACEAX', '(2.5918367346938775, 2.6530612244897958)'))
('h143.dat', ('RACEAX', '(2.6530612244897958, 2.7142857142857144)'))
('h143.dat', ('RACEAX', '(2.7142857142857144, 2.7755102040816326)'))
('h143.dat', ('RACEAX', '(2.7755102040816326, 2.8367346938775508)'))
('h143.dat', ('RACEAX', '(2.8367346938775508, 2.8979591836734695)'))
('h143.dat', ('RACEAX', '(2.8979591836734695, 2.9591836734693877)'))
('h143.dat', ('RACEAX', '(3.0204081632653059, 3.0816326530612246)'))
('h143.dat', ('RACEAX', '(3.0816326530612246, 3.1428571428571428)'))
('h143.dat', ('RACEAX', '(3.1428571428571428, 3.204081632653061)'))
('h143.dat', ('RACEAX', '(3.204081632653061, 3.2653061224489797)'))
('h143.dat', ('RACEAX', '(3.2653061224489797, 3.3265306122448979)'))
('h143.dat', ('RACEAX', '(3.3265306122448979, 3.3877551020408161)'))
('h143.dat', ('RACEAX', '(3.3877551020408161, 3.4489795918367347)'))
('h143.dat', ('RACEAX', '(3.4489795918367347, 3.510204081632653)'))
('h143.dat', ('RACEAX', '(3.510204081632653, 3.5714285714285712)'))
('h143.dat', ('RACEAX', '(3.5714285714285712, 3.6326530612244898)'))
('h143.dat', ('RACEAX', '(3.6326530612244898, 3.693877551020408)'))
('h143.dat', ('RACEAX', '(3.693877551020408, 3.7551020408163263)'))
('h143.dat', ('RACEAX', '(3.7551020408163263, 3.8163265306122449)'))
('h143.dat', ('RACEAX', '(3.8163265306122449, 3.8775510204081631)'))
